Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M
300.247,309.9,1792,35.81,28,0,0,0,0,0,0,1,0,0
302.142,311.2,1366,42.97,202,0,0,0,0,0,0,0,1,0
301.407,310.6,1523,36.55,162,0,0,0,0,0,0,0,1,0
300.34,310.4,1466,41.22,25,0,0,0,0,0,0,0,1,0
297.635,308.6,1424,50.0,112,0,0,0,0,0,0,1,0,0
302.298,312.2,1372,57.03,23,0,0,0,0,0,0,0,0,1
299.341,310.2,1367,50.14,7,0,0,0,0,0,0,0,0,1
301.944,310.8,1575,36.33,30,0,0,0,0,0,0,0,0,1
303.298,313.0,1361,53.0,128,0,0,0,0,0,0,0,0,1
297.716,309.0,1399,53.19,63,0,0,0,0,0,0,0,1,0
297.497,308.7,1607,35.41,20,0,0,0,0,0,0,0,1,0
302.432,310.9,1826,25.22,94,0,0,0,0,0,0,0,1,0
297.234,308.3,1575,39.99,116,0,0,0,0,0,0,0,1,0
298.142,308.5,1429,46.02,134,0,0,0,0,0,0,0,1,0
297.864,308.4,2075,13.04,56,0,0,0,0,0,0,1,0,0
299.105,308.8,1799,31.65,170,0,0,0,0,0,0,0,0,1
300.006,311.4,1363,44.34,98,0,0,0,0,0,0,0,1,0
301.652,310.6,1417,49.93,146,0,0,0,0,0,0,0,1,0
300.622,311.3,1500,45.95,87,0,0,0,0,0,0,0,0,1
298.868,308.2,1450,46.05,96,0,0,0,0,0,0,0,1,0
301.702,311.7,1519,34.82,8,0,0,0,0,0,0,0,0,1
300.929,311.5,1342,49.56,206,0,0,0,1,0,0,0,1,0
303.141,311.1,1702,33.45,169,0,0,0,0,0,0,0,1,0
300.264,311.2,1370,46.98,66,0,0,0,0,0,0,0,0,1
299.983,310.9,1467,40.07,116,0,0,0,0,0,0,0,1,0
298.783,309.6,1398,57.69,75,0,0,0,0,0,0,0,1,0
299.323,309.7,1445,45.16,210,0,0,0,0,0,0,0,1,0
298.442,307.8,1497,42.12,71,0,0,0,0,0,0,0,1,0
299.026,310.3,1431,49.85,75,0,0,0,0,0,0,0,0,1
302.371,312.2,1432,44.45,127,0,0,0,0,0,0,0,1,0
301.033,311.0,1596,35.37,148,0,0,0,0,0,0,0,1,0
300.469,309.4,1603,29.85,109,0,0,0,0,0,0,0,1,0
299.282,309.3,1514,44.6,157,0,0,0,0,0,0,0,1,0
300.468,309.5,1435,44.0,188,0,0,0,0,0,0,0,1,0
297.468,308.6,1498,43.77,102,0,0,0,0,0,0,0,1,0
300.306,309.9,1550,35.75,122,0,0,0,0,0,0,0,1,0
302.037,310.6,1479,47.6,89,0,0,0,0,0,0,0,0,1
303.757,312.4,1723,42.94,25,0,0,0,0,0,0,0,1,0
297.851,309.0,1822,30.73,37,0,0,0,0,0,0,0,0,1
298.377,310.4,1462,45.37,54,0,0,0,0,0,0,0,0,1
298.443,309.6,1428,50.96,139,0,0,0,0,0,0,0,1,0
298.977,310.2,1448,46.59,97,0,0,0,0,0,0,0,1,0
300.197,309.4,1334,42.98,182,0,0,0,0,0,0,1,0,0
301.195,311.5,1605,38.92,101,0,0,0,0,0,0,0,0,1
301.77,311.1,1478,62.52,40,1,0,1,0,0,0,0,0,1
300.633,309.6,1443,44.04,200,0,0,0,0,0,0,0,0,1
299.002,309.5,1472,52.46,44,0,0,0,0,0,0,0,1,0
299.652,312.3,1411,44.35,136,0,0,0,0,0,0,0,1,0
299.956,309.4,1706,27.48,107,0,0,0,0,0,0,0,1,0
298.912,310.5,1728,31.91,182,0,0,0,0,0,0,0,0,1
303.611,311.8,1499,37.2,231,0,0,0,0,0,0,0,1,0
297.731,308.8,1360,42.83,32,0,0,0,0,0,0,0,1,0
300.506,309.6,1428,52.45,94,0,0,0,0,0,0,0,1,0
302.581,311.8,1422,42.68,175,0,0,0,0,0,0,0,1,0
298.754,310.2,1416,52.68,39,0,0,0,0,0,0,0,0,1
300.726,311.9,1433,39.32,152,0,0,0,0,0,0,0,1,0
299.2,310.0,1407,47.33,6,0,0,0,0,0,0,0,1,0
298.056,309.9,1463,39.54,10,0,0,0,0,0,0,0,0,1
300.332,311.4,1297,50.95,19,0,0,0,0,0,0,0,1,0
299.965,311.0,1430,49.28,136,0,0,0,0,0,0,0,0,1
299.563,309.8,1429,35.31,6,0,0,0,0,0,0,0,1,0
301.253,310.5,1410,49.52,44,0,0,0,0,0,0,0,1,0
300.922,310.6,1564,36.47,146,0,0,0,0,0,0,0,1,0
300.172,309.0,1474,41.76,184,0,0,0,0,0,0,0,1,0
302.096,310.9,1448,39.99,141,0,0,0,0,0,0,0,0,1
298.724,308.7,1488,49.4,3,0,0,0,0,0,0,0,1,0
297.072,308.3,1500,51.65,87,0,0,0,0,0,0,0,1,0
299.873,310.5,1902,27.79,74,0,0,0,0,0,0,0,0,1
302.801,312.4,1550,37.4,115,0,0,0,0,0,0,0,1,0
298.729,307.8,1530,30.75,4,0,0,0,0,0,0,0,1,0
300.85,310.9,1633,34.55,190,0,0,0,0,0,0,0,1,0
298.922,310.6,1702,28.1,122,0,0,0,0,0,0,0,1,0
297.473,308.6,1453,45.78,113,0,0,0,0,0,0,0,1,0
301.953,310.9,1418,45.62,15,0,0,0,0,0,0,0,0,1
300.979,311.8,1640,49.92,118,0,0,0,0,0,0,0,1,0
299.907,309.5,2303,33.08,161,1,0,0,1,0,0,0,1,0
297.489,308.6,1461,47.43,155,0,0,0,0,0,0,0,1,0
300.64,310.6,1555,35.67,33,0,0,0,0,0,0,0,1,0
299.006,308.7,1439,54.31,62,0,0,0,0,0,0,0,1,0
301.538,310.6,1417,43.07,45,0,0,0,0,0,0,0,1,0
300.438,311.5,1432,40.54,52,0,0,0,0,0,0,0,1,0
299.596,309.8,1441,49.2,69,0,0,0,0,0,0,0,1,1
301.904,311.2,1496,35.16,74,0,0,0,0,0,0,0,0,1
300.288,309.5,1620,32.57,186,0,0,0,0,0,0,0,1,0
299.933,309.7,1429,66.0,116,0,0,0,0,0,0,0,1,0
300.734,312.1,1436,41.52,78,0,0,0,0,0,0,0,1,0
297.548,308.2,1472,46.68,20,0,0,0,0,0,0,0,0,1
300.298,311.9,1804,28.76,79,0,0,0,0,0,0,0,1,0
298.476,309.6,1435,46.75,150,0,0,0,0,0,0,0,1,0
300.386,312.6,1505,35.22,88,0,0,0,0,0,0,0,0,1
303.575,311.7,1887,26.39,158,0,0,0,0,0,0,1,1,0
298.776,310.5,1529,37.96,121,0,0,0,0,0,0,0,1,0
302.048,310.8,1597,35.34,21,0,0,0,0,0,0,0,1,0
299.28,308.8,1425,41.41,95,0,0,0,0,0,0,0,1,0
302.826,312.0,1357,45.8,178,0,0,0,0,0,0,0,0,1
300.663,310.9,1504,33.84,13,0,0,0,0,0,0,0,1,0
297.657,308.8,1448,43.74,161,0,0,0,0,0,0,0,1,0
302.128,311.6,1417,47.17,165,1,0,0,0,0,0,0,1,0
299.3,308.9,1546,41.24,161,0,0,0,0,0,0,0,0,1
303.689,311.9,1463,34.26,87,0,0,0,0,0,0,0,0,1
298.098,308.7,1420,65.36,69,0,0,0,0,0,0,0,1,0
299.976,309.7,1537,32.34,134,0,0,0,0,0,0,0,0,1
299.443,310.6,1512,47.38,2,0,0,0,0,0,0,0,1,0
301.36,310.8,1444,49.05,53,0,0,0,0,0,0,0,1,1
300.917,311.0,1538,44.01,159,0,0,0,0,0,0,0,1,0
300.021,311.6,1539,30.71,23,0,1,0,0,0,0,0,0,1
303.287,311.4,1693,13.21,155,0,0,0,0,0,0,0,0,0
303.439,313.2,1673,32.0,116,0,0,0,0,0,1,0,1,0
300.367,310.7,1910,22.08,171,0,0,0,0,0,0,1,0,0
300.058,312.2,1531,34.76,171,0,0,0,0,0,0,0,1,0
299.077,310.3,1480,48.78,150,0,0,0,0,0,0,0,1,0
304.018,312.9,1348,50.92,91,0,0,0,0,0,0,1,0,0
302.371,311.1,1475,53.3,162,0,0,0,0,0,0,0,1,0
299.294,310.1,1435,45.62,149,0,0,0,0,0,0,0,1,0
298.658,310.4,1351,59.52,195,0,0,0,0,0,0,0,0,0
302.332,311.9,1563,33.82,121,0,0,0,0,0,0,0,1,0
300.667,311.3,1605,34.7,117,0,0,0,0,0,0,0,1,0
297.403,306.2,1747,32.37,65,0,0,0,0,0,0,0,1,0
301.343,309.7,1540,34.59,83,0,0,0,0,0,0,0,0,1
301.26,311.5,1333,45.95,145,0,0,0,0,0,0,0,0,1
300.876,312.0,1601,34.2,107,0,0,0,0,0,0,0,1,0
299.653,309.9,1503,42.11,144,0,0,0,0,0,0,0,1,0
299.093,308.8,1527,36.23,156,0,0,0,0,0,0,0,1,0
297.843,308.4,1340,55.17,0,0,0,0,0,0,0,0,1,0
298.803,310.0,1455,45.87,5,0,0,0,0,0,0,0,1,0
301.383,311.1,1474,41.62,200,0,0,0,0,0,0,0,1,0
302.193,310.8,1632,38.85,160,0,0,0,0,0,0,0,1,0
299.375,310.0,1529,41.31,113,0,0,0,0,0,0,0,1,0
298.027,307.8,1603,29.71,201,0,0,0,0,0,0,0,0,1
300.453,310.7,1384,64.37,31,0,0,0,0,0,0,0,1,0
300.027,309.5,1617,35.8,159,0,0,0,0,0,0,0,1,0
297.459,308.3,1429,36.55,1,0,0,0,0,0,0,0,0,1
297.53,307.9,1425,36.61,71,0,0,0,0,0,0,1,1,0
299.171,309.3,1801,21.44,78,0,0,0,0,0,0,1,0,0
297.315,311.1,1428,47.59,7,0,0,0,0,0,0,0,1,0
298.712,310.4,1904,14.5,149,0,0,0,0,0,0,0,1,0
300.397,311.6,1382,55.35,208,0,0,0,0,0,0,0,1,0
301.501,310.6,1577,39.77,97,0,0,0,0,0,0,0,0,1
300.275,308.4,1493,33.2,8,0,0,0,0,0,0,0,1,0
297.042,308.8,1353,50.22,2,0,0,0,0,0,0,0,0,1
302.38,311.9,1713,24.86,102,0,0,0,0,0,0,0,1,0
297.761,308.7,1481,41.09,6,0,0,0,0,0,0,0,1,0
300.888,311.9,1644,29.19,79,0,0,0,0,0,0,0,1,0
299.153,309.7,1405,53.24,0,0,0,0,0,0,0,0,1,0
300.547,311.3,1582,34.01,112,0,0,0,0,0,0,0,1,0
298.659,310.7,1738,15.06,101,0,0,0,0,0,0,0,0,1
297.539,308.2,1495,38.34,189,0,0,0,0,0,0,0,1,0
300.995,311.1,1427,41.57,74,0,0,0,0,0,0,0,0,1
302.709,311.5,1421,51.04,167,0,0,0,0,0,0,0,0,1
300.097,309.8,1551,34.33,198,0,0,0,0,0,0,0,1,0
301.612,311.0,1697,31.12,102,0,0,0,0,0,0,0,1,0
300.018,312.0,1476,41.28,167,0,0,0,0,0,0,1,0,0
300.573,312.0,1610,32.68,167,0,0,0,0,0,0,0,0,1
299.117,309.4,1458,48.83,189,0,0,0,0,0,0,1,0,0
300.755,308.6,1510,39.2,155,0,0,0,0,0,0,0,1,0
297.488,308.5,1518,35.71,49,0,0,0,0,0,0,0,1,0
301.568,310.6,1360,51.35,200,0,0,0,0,0,0,0,1,0
300.601,310.8,1536,37.7,119,0,0,0,0,0,0,0,1,0
302.363,311.5,1548,34.46,202,0,0,0,0,0,0,0,0,1
302.129,310.5,1496,42.02,92,0,0,0,0,0,0,0,1,0
302.311,310.9,1388,47.85,79,0,0,0,0,0,0,0,0,1
296.972,308.3,1434,51.42,213,1,0,0,0,0,0,0,0,1
297.977,308.2,1384,44.51,41,0,0,0,0,0,0,0,0,0
302.0,311.1,1422,49.41,100,0,0,0,0,0,0,0,1,0
298.627,310.6,1392,53.35,107,0,0,0,0,0,0,0,1,0
301.488,311.0,1786,21.25,94,0,0,0,0,0,0,0,0,1
301.835,311.0,1918,24.72,74,0,0,0,0,0,0,0,1,0
298.967,309.5,1528,38.5,137,0,0,0,0,0,0,0,1,0
298.002,308.6,1509,34.28,157,0,0,0,0,0,0,0,0,1
297.639,307.9,1463,38.35,162,0,0,0,0,0,0,0,1,0
300.651,310.4,1531,32.38,70,0,0,0,0,0,0,0,1,0
300.634,310.8,1412,51.77,170,0,0,0,0,0,0,0,1,0
300.278,309.3,1422,41.96,102,0,0,0,0,0,0,0,0,1
297.527,308.8,1489,57.59,205,0,0,0,0,0,0,0,1,0
297.554,308.8,1363,43.75,106,0,0,0,0,0,0,0,0,1
297.545,308.9,1586,32.72,189,0,0,0,0,0,0,0,1,0
300.759,310.7,1417,40.22,189,0,0,0,0,0,0,0,1,0
300.134,311.3,1639,30.33,88,0,0,0,0,0,0,0,1,0
299.859,311.9,1370,61.83,128,0,0,0,0,0,0,0,0,0
298.964,309.5,1559,34.89,24,0,0,0,0,0,0,0,1,0
300.764,311.6,1731,28.23,104,0,0,0,0,0,0,0,1,0
300.999,310.8,1515,32.16,209,0,0,0,0,0,0,0,1,0
298.849,309.4,1464,44.43,0,0,0,0,0,0,0,0,1,0
300.203,311.6,1536,31.9,214,0,0,0,0,0,0,0,1,1
300.36,310.8,1432,38.73,25,0,0,0,0,0,0,0,1,0
299.003,309.7,1532,36.36,93,0,0,0,0,0,0,0,1,0
300.211,310.2,1517,43.74,35,0,0,0,0,0,0,0,1,0
300.606,310.6,1318,52.89,124,0,0,0,0,0,0,0,1,0
301.163,310.8,1397,45.81,163,0,0,0,0,0,0,0,1,0
302.407,310.9,1693,32.56,24,0,0,0,0,0,0,0,0,1
297.446,309.9,1480,44.07,53,0,0,0,0,0,0,0,1,0
300.351,311.4,1432,42.44,78,0,0,0,0,0,0,0,1,0
301.065,310.7,1516,43.52,128,0,0,0,0,0,0,0,1,0
299.867,309.9,1735,30.29,28,0,0,0,0,0,0,0,1,0
297.369,308.8,1538,32.18,123,0,0,0,0,0,0,0,1,0
297.58,308.5,1470,47.16,13,1,0,0,0,0,0,0,1,0
301.483,310.7,1447,43.89,201,1,0,0,0,0,0,0,1,0
301.042,312.1,1453,38.72,132,1,0,0,0,0,0,0,1,0
300.747,310.5,1517,45.5,87,0,0,0,0,0,0,0,0,1
300.521,311.4,1426,47.66,47,0,0,0,0,0,0,0,1,0
302.131,311.0,1346,46.71,144,0,0,0,0,0,0,0,1,0
300.044,309.8,1449,37.37,32,0,0,0,0,0,0,0,1,0
296.983,308.2,1425,56.08,68,0,0,0,0,0,0,0,0,1
297.916,308.5,1424,44.56,212,1,1,0,0,0,0,1,1,0
297.899,309.6,1827,23.41,83,0,0,0,0,0,0,0,1,0
297.264,308.3,1503,37.05,189,0,0,0,0,0,0,0,0,1
302.006,311.1,1547,39.28,84,0,0,0,0,0,0,0,1,0
301.005,312.0,1549,38.07,22,0,0,0,0,0,0,0,1,0
300.587,310.8,1524,47.41,22,0,0,0,0,0,0,0,1,0
297.394,307.9,1418,46.16,61,0,0,0,0,0,0,0,0,1
300.812,310.4,1555,31.87,98,0,0,0,0,0,0,0,1,0
297.929,307.7,1449,41.84,73,0,0,0,0,0,0,0,1,0
298.645,311.4,1666,46.48,41,0,0,0,0,0,0,0,1,0
298.02,310.8,1605,33.5,196,0,0,0,0,0,0,0,1,0
298.701,310.8,1774,35.92,61,0,0,0,0,0,0,0,0,1
299.431,308.5,1447,47.44,159,0,0,0,0,0,0,0,1,0
297.585,308.5,1688,34.07,132,1,0,0,0,0,0,0,1,0
300.698,309.9,1524,48.46,200,0,0,0,0,0,0,0,1,0
296.146,308.3,1524,32.09,100,0,0,0,0,0,0,0,0,1
302.015,310.8,1576,33.17,24,0,0,0,0,0,0,0,1,0
302.238,311.8,1482,49.68,87,0,0,0,0,0,0,1,0,0
301.099,310.5,1578,37.09,43,0,0,0,0,0,0,0,1,0
302.045,311.0,1424,43.84,59,0,0,0,0,0,0,0,0,1
301.547,310.5,1498,47.53,26,0,0,0,0,0,0,0,1,0
299.827,309.5,1974,20.1,132,0,0,0,0,0,0,0,1,0
302.536,311.1,1984,25.34,17,1,0,0,0,0,0,0,1,0
301.416,310.5,1417,58.71,9,0,0,0,0,0,0,0,1,0
296.936,308.3,1638,34.12,69,0,0,0,0,0,0,0,1,0
300.624,310.7,1440,44.41,122,0,0,0,0,0,0,1,0,0
297.617,308.6,1389,57.49,6,0,0,0,0,0,0,0,1,0
300.198,309.8,1963,25.54,53,0,0,0,0,0,0,0,1,0
300.773,311.5,1356,45.64,25,0,0,0,0,0,0,0,1,0
300.404,311.4,1413,62.51,119,0,0,0,0,0,0,0,1,0
300.726,311.0,1419,40.67,105,0,0,0,0,0,0,0,1,0
297.471,308.5,1486,36.92,99,0,0,0,0,0,0,0,0,1
297.46,308.8,1779,39.16,65,0,0,0,0,0,0,0,0,1
302.055,310.7,1758,29.6,9,0,0,0,0,0,0,0,0,1
299.445,310.7,1426,49.62,100,0,0,0,0,0,0,0,1,0
300.407,310.3,1423,39.01,17,0,0,0,0,0,0,0,0,1
301.039,311.1,1427,62.83,224,1,0,0,0,0,0,0,1,0
298.957,310.8,1428,47.71,14,0,0,0,0,0,0,0,1,0
302.214,311.3,1418,42.71,139,0,0,0,0,0,0,0,1,0
300.061,311.1,1443,45.0,49,0,0,0,0,0,0,0,1,0
298.956,311.2,1474,40.34,141,0,0,0,0,0,0,0,0,1
300.471,310.4,1539,39.5,17,0,0,0,0,0,0,0,1,0
301.889,312.0,1600,44.61,200,0,0,0,0,0,0,1,0,0
301.136,309.9,1424,45.33,144,0,0,0,0,0,0,0,1,0
299.343,310.3,1429,46.08,79,1,0,0,0,0,0,0,0,1
297.424,308.7,1370,53.64,111,0,0,0,0,0,0,0,1,0
300.272,311.1,1542,30.98,4,0,0,0,0,0,0,0,1,0
303.492,312.9,1343,43.06,222,0,0,0,0,0,0,0,1,0
300.396,311.0,1479,43.96,46,0,0,0,0,0,0,0,1,0
300.991,309.1,1614,39.17,147,0,0,0,0,0,0,0,1,0
300.58,310.8,1621,35.73,28,0,0,0,0,0,0,0,1,0
300.854,311.6,1551,43.26,123,0,0,0,0,0,0,0,1,0
302.102,311.0,1700,38.67,20,0,0,0,0,0,0,0,0,0
303.568,312.0,1471,46.04,210,0,0,0,0,0,0,0,1,0
297.636,308.5,1536,39.24,179,0,0,0,0,0,0,0,1,0
297.432,308.2,1420,48.91,132,0,0,0,0,0,0,0,1,0
297.93,308.2,1452,41.02,104,0,0,0,0,0,0,0,1,0
302.592,311.1,1539,48.04,13,0,0,0,0,0,0,0,1,0
299.299,308.9,1843,25.05,99,0,0,0,0,0,0,0,1,0
300.255,311.0,1377,33.28,112,0,0,0,0,0,0,0,0,1
300.193,310.9,1733,27.49,78,0,0,0,0,0,0,0,1,0
299.914,311.4,1472,46.39,59,0,0,0,0,0,0,0,1,0
300.145,310.8,1432,42.93,23,0,0,0,0,0,0,0,1,0
301.446,310.6,1478,36.16,107,0,0,0,0,0,0,0,1,0
297.522,308.2,1474,46.16,8,0,0,0,0,0,0,0,0,1
296.916,309.6,1414,47.61,52,0,0,0,0,0,0,0,0,1
298.917,309.9,1497,43.85,20,0,0,0,0,0,0,0,1,0
302.729,310.7,1348,52.97,118,0,0,0,0,0,0,0,1,0
300.544,311.6,1500,45.5,187,0,0,0,0,0,0,0,1,0
300.825,312.6,1448,39.36,67,0,0,0,0,0,0,0,1,0
299.733,309.5,1621,31.16,148,0,0,0,0,0,0,0,1,0
299.302,308.7,1613,37.31,16,0,0,0,0,0,0,0,1,0
302.58,311.7,1447,46.68,148,0,0,0,0,0,0,0,0,1
297.498,308.1,1622,37.09,207,0,0,0,0,0,0,0,0,1
301.751,311.0,1342,60.16,144,0,0,0,0,0,0,0,0,1
299.8,310.8,1421,47.25,28,0,0,0,0,0,0,0,1,0
297.523,308.7,1427,37.38,40,0,0,0,0,0,0,0,1,0
299.692,310.2,1543,33.36,123,0,0,0,0,0,0,0,1,0
300.48,310.8,1509,44.87,156,0,0,0,0,0,0,0,1,0
298.26,308.1,1408,43.75,3,0,0,0,0,0,0,0,1,0
301.537,310.5,1322,44.25,24,0,0,0,0,0,0,0,0,0
300.521,311.2,1387,48.89,206,0,0,0,0,0,0,0,0,1
302.48,311.4,1540,38.44,94,0,0,0,0,0,0,0,1,0
299.099,309.6,1488,38.34,175,0,0,0,0,0,0,0,1,0
301.4,311.0,1506,38.71,206,0,0,0,0,0,0,0,1,0
300.822,310.9,1344,52.97,64,0,0,0,0,0,0,0,1,0
300.001,311.8,1418,50.11,4,0,0,0,0,0,0,0,0,1
297.702,308.4,1514,37.79,2,0,0,0,0,0,0,0,1,0
302.697,312.4,1427,53.04,90,0,0,0,0,0,0,0,0,1
298.653,308.5,1449,38.14,120,0,0,0,0,0,0,0,1,0
299.046,309.7,1498,45.94,192,0,0,0,0,0,0,0,1,0
299.287,309.7,1433,39.11,68,0,0,0,0,0,0,0,1,0
300.218,310.6,1465,45.66,205,0,0,0,0,0,0,0,1,0
297.975,308.4,1532,32.04,88,0,0,0,0,0,0,0,0,1
303.914,312.9,1869,23.82,114,0,0,0,0,0,0,0,0,0
297.627,308.3,1522,44.07,153,0,0,0,0,0,0,0,0,1
299.115,308.7,1545,35.81,152,0,0,0,0,0,0,0,1,0
297.569,309.5,1474,42.72,26,0,0,0,0,0,0,0,1,0
297.804,308.6,1704,12.83,100,0,0,0,0,0,0,0,1,0
302.432,311.0,1355,60.17,204,0,0,0,0,0,0,0,1,0
300.158,309.1,1479,45.65,120,0,0,0,0,0,0,0,1,0
301.965,310.9,1395,47.88,145,0,0,0,0,0,0,0,0,1
300.987,312.4,1549,34.12,203,0,0,0,0,0,0,0,0,1
299.69,309.3,1372,48.52,0,0,0,0,0,0,0,0,1,0
297.262,308.5,1425,44.65,2,0,0,0,0,0,0,0,1,0
299.13,308.8,1885,19.56,139,0,0,0,0,0,0,0,0,1
297.409,308.3,1789,16.91,56,0,0,0,1,0,0,0,0,1
302.004,310.9,1675,52.75,40,0,0,0,0,0,0,0,0,1
301.952,310.3,1416,51.6,186,0,0,0,0,0,0,0,1,0
298.812,309.9,1537,30.57,106,0,0,0,0,0,0,1,0,0
298.682,310.4,1433,44.18,11,0,0,0,0,0,0,0,0,1
299.787,312.1,1396,53.0,90,0,0,0,0,0,0,0,0,1
297.381,309.5,1484,47.34,62,0,0,0,0,0,0,0,0,1
297.766,308.8,1689,26.42,192,0,0,0,0,0,0,0,0,1
301.589,310.9,1496,43.3,129,0,0,0,0,0,0,0,1,0
301.258,309.8,1364,54.56,215,0,0,0,0,0,0,0,1,0
298.207,308.7,1452,39.72,75,0,0,0,0,0,0,0,0,1
298.974,309.6,1481,43.28,70,0,0,0,0,0,0,0,1,0
299.003,309.9,1633,33.43,163,0,0,0,0,0,0,0,1,0
300.368,309.2,2093,11.31,153,0,0,0,0,0,0,0,0,1
297.708,308.9,1758,32.08,159,1,0,0,0,0,0,0,1,0
298.96,310.7,1491,40.09,133,0,0,0,0,0,0,0,1,0
298.655,308.1,1598,35.47,175,0,0,0,0,0,0,0,1,0
300.536,310.7,1438,40.66,25,0,0,0,0,0,0,0,1,0
300.552,311.8,2055,12.96,30,0,0,0,0,0,0,1,0,0
298.53,309.5,1415,47.24,61,0,0,0,0,0,0,0,1,0
299.11,309.4,1475,44.16,119,0,0,0,0,0,0,0,1,0
297.761,308.7,1748,39.3,121,0,0,0,0,0,0,0,1,0
302.38,311.8,1544,37.96,147,0,0,0,0,0,0,0,0,1
301.516,309.6,1441,41.07,174,0,0,0,0,0,0,0,1,0
298.483,308.4,1557,14.4,105,0,0,0,0,0,0,0,0,1
297.364,308.6,1444,57.51,85,0,0,0,0,0,0,0,1,0
299.302,308.7,1654,35.99,80,0,0,0,0,0,0,0,1,0
301.496,311.0,1451,39.3,4,0,0,0,0,0,0,0,1,0
297.817,308.5,1470,39.9,197,0,0,0,0,0,0,0,1,0
300.053,310.7,1522,41.29,58,0,0,0,0,0,0,0,1,0
300.703,310.4,1562,37.53,46,0,0,0,0,0,0,0,1,0
298.895,310.0,1428,42.95,192,0,1,0,0,0,0,0,1,0
303.637,311.7,1686,27.04,158,0,0,0,0,0,0,0,1,0
297.673,308.8,1794,30.88,96,0,0,0,0,0,0,0,0,1
299.128,309.4,1566,36.02,11,0,0,0,0,0,0,0,1,0
303.735,311.8,1653,24.11,128,0,0,0,0,0,0,0,1,0
297.4,308.1,1523,34.85,94,0,0,0,0,0,0,0,1,0
298.948,309.0,1420,52.21,124,0,0,0,0,0,0,0,1,0
300.016,308.9,1661,26.09,170,0,0,0,0,0,0,0,1,0
301.57,310.7,1298,60.42,189,1,0,0,1,0,0,0,1,0
302.984,311.4,1749,30.13,92,0,0,0,0,0,0,0,1,0
299.949,311.2,1379,45.42,137,0,0,0,0,0,0,0,1,0
297.397,308.4,1464,42.97,103,0,0,0,0,0,0,0,1,0
297.663,308.8,1436,52.56,116,0,0,0,0,0,0,0,1,0
302.372,310.7,1588,34.56,124,0,0,0,0,0,0,0,1,0
297.658,308.5,1556,37.13,179,0,0,0,0,0,0,0,1,0
299.068,310.5,1557,38.5,13,0,0,0,0,0,0,0,1,0
301.514,310.6,1885,20.81,143,0,0,0,0,0,0,0,1,0
300.681,311.4,1517,33.81,83,0,0,0,0,0,0,1,0,0
298.757,309.6,1969,22.01,85,0,0,0,0,0,0,0,1,0
297.907,308.7,1550,42.24,75,0,0,0,0,0,0,0,1,0
302.109,311.1,1467,50.74,82,0,0,0,0,0,0,0,0,1
300.517,312.1,1592,34.51,227,0,0,0,0,0,0,0,1,0
301.677,310.5,1594,33.93,37,0,0,0,0,0,0,0,1,0
297.631,307.7,1651,30.18,6,0,0,0,0,0,0,0,1,0
297.687,308.5,1465,48.06,205,0,0,0,0,0,0,0,1,0
300.37,309.3,1415,48.77,176,0,0,0,0,0,0,0,1,0
298.742,309.6,1360,50.58,0,0,0,0,0,0,0,0,0,1
300.936,310.6,1392,56.72,15,0,0,0,0,0,0,0,1,0
300.311,311.5,1405,41.8,166,0,0,0,0,0,0,0,1,0
297.618,308.8,1494,45.11,21,0,0,0,0,0,0,0,1,0
297.674,309.8,1701,29.12,115,0,0,0,0,0,0,0,1,0
301.041,310.9,1464,45.64,3,0,0,0,0,0,0,0,0,1
299.945,308.0,1469,46.19,208,0,0,0,0,0,0,1,0,0
300.69,310.6,1358,67.76,177,0,0,0,0,0,0,0,1,0
299.063,308.3,1449,48.57,24,0,0,0,0,0,0,0,1,0
300.114,310.0,1537,32.78,122,0,0,0,0,0,0,0,1,0
301.181,310.8,1551,39.97,71,0,0,0,0,0,0,0,0,1
298.401,310.0,1612,28.61,129,0,0,0,0,0,0,0,1,0
299.008,309.6,1303,51.96,94,0,0,0,0,0,0,0,1,0
302.438,311.6,1679,20.12,170,0,0,0,0,0,0,1,0,0
299.91,311.7,1565,30.11,63,0,0,0,0,0,0,0,0,1
302.014,311.0,1384,70.21,170,1,0,1,0,0,0,0,1,0
298.159,308.6,1561,24.5,64,0,0,0,0,0,0,0,0,1
302.278,310.4,1894,14.3,158,0,0,0,0,0,0,0,1,0
303.894,312.8,1449,47.04,162,0,0,0,0,0,0,1,0,0
302.139,311.6,1299,67.22,170,0,0,0,0,0,0,0,1,0
297.755,308.4,1484,32.53,20,0,0,0,0,0,0,0,1,0
299.724,312.0,1496,42.24,26,0,0,0,0,0,0,0,1,0
301.825,311.6,2438,7.74,112,0,0,0,0,0,1,0,1,0
301.753,311.5,1424,44.79,2,0,0,0,0,0,0,0,1,0
297.751,308.7,1456,44.84,193,0,0,0,0,0,0,0,1,0
296.87,308.5,1311,45.02,198,0,0,0,0,0,0,0,1,0
296.587,306.2,1366,42.09,131,0,0,0,0,0,0,0,1,0
297.635,308.5,1437,37.26,55,0,0,0,0,0,0,0,1,0
297.741,307.8,2309,7.76,145,0,0,0,0,0,0,0,1,0
299.691,312.0,1796,25.35,30,0,0,0,0,0,0,0,0,1
300.2,311.5,1551,49.93,68,0,0,0,0,0,0,0,1,0
